Domain,MCP_URL,Endpoint_Type
avo.app,https://avo.app/.well-known/mcp-server,Root
avo.app,https://api.avo.app/mcp,API
avoma.com,https://mcp.avoma.com/.well-known/mcp-server,Standard
avoma.com,https://avoma.com/.well-known/mcp-server,Root
avoma.com,https://api.avoma.com/mcp,API
awo.agency,https://mcp.awo.agency/.well-known/mcp-server,Standard
awo.agency,https://awo.agency/.well-known/mcp-server,Root
awo.agency,https://api.awo.agency/mcp,API
axify.io,https://mcp.axify.io/.well-known/mcp-server,Standard
axify.io,https://axify.io/.well-known/mcp-server,Root
axify.io,https://api.axify.io/mcp,API
axiocap.com,https://mcp.axiocap.com/.well-known/mcp-server,Standard
axiocap.com,https://axiocap.com/.well-known/mcp-server,Root
axiocap.com,https://api.axiocap.com/mcp,API
axiom.co,https://mcp.axiom.co/.well-known/mcp-server,Standard
axiom.co,https://axiom.co/.well-known/mcp-server,Root
axiom.co,https://api.axiom.co/mcp,API
axiommath.ai,https://mcp.axiommath.ai/.well-known/mcp-server,Standard
axiommath.ai,https://axiommath.ai/.well-known/mcp-server,Root
axiommath.ai,https://api.axiommath.ai/mcp,API
ayana.com,https://mcp.ayana.com/.well-known/mcp-server,Standard
ayana.com,https://ayana.com/.well-known/mcp-server,Root
ayana.com,https://api.ayana.com/mcp,API
azion.com,https://mcp.azion.com/.well-known/mcp-server,Standard
azion.com,https://azion.com/.well-known/mcp-server,Root
azion.com,https://api.azion.com/mcp,API
azxa.io,https://mcp.azxa.io/.well-known/mcp-server,Standard
azxa.io,https://azxa.io/.well-known/mcp-server,Root
azxa.io,https://api.azxa.io/mcp,API
b.capital,https://mcp.b.capital/.well-known/mcp-server,Standard
b.capital,https://b.capital/.well-known/mcp-server,Root
b.capital,https://api.b.capital/mcp,API
b12.io,https://mcp.b12.io/.well-known/mcp-server,Standard
b12.io,https://b12.io/.well-known/mcp-server,Root
b12.io,https://api.b12.io/mcp,API
babbl-labs.com,https://mcp.babbl-labs.com/.well-known/mcp-server,Standard
babbl-labs.com,https://babbl-labs.com/.well-known/mcp-server,Root
babbl-labs.com,https://api.babbl-labs.com/mcp,API
babyjourney.se,https://mcp.babyjourney.se/.well-known/mcp-server,Standard
babyjourney.se,https://babyjourney.se/.well-known/mcp-server,Root
babyjourney.se,https://api.babyjourney.se/mcp,API
backstage.com,https://mcp.backstage.com/.well-known/mcp-server,Standard
backstage.com,https://backstage.com/.well-known/mcp-server,Root
backstage.com,https://api.backstage.com/mcp,API
backstory.ai,https://mcp.backstory.ai/.well-known/mcp-server,Standard
backstory.ai,https://backstory.ai/.well-known/mcp-server,Root
backstory.ai,https://api.backstory.ai/mcp,API
backyardbrains.com,https://mcp.backyardbrains.com/.well-known/mcp-server,Standard
backyardbrains.com,https://backyardbrains.com/.well-known/mcp-server,Root
backyardbrains.com,https://api.backyardbrains.com/mcp,API
badgermapping.com,https://mcp.badgermapping.com/.well-known/mcp-server,Standard
badgermapping.com,https://badgermapping.com/.well-known/mcp-server,Root
badgermapping.com,https://api.badgermapping.com/mcp,API
badideas.fund,https://mcp.badideas.fund/.well-known/mcp-server,Standard
badideas.fund,https://badideas.fund/.well-known/mcp-server,Root
badideas.fund,https://api.badideas.fund/mcp,API
bagel.ai,https://mcp.bagel.ai/.well-known/mcp-server,Standard
bagel.ai,https://bagel.ai/.well-known/mcp-server,Root
bagel.ai,https://api.bagel.ai/mcp,API
bajajbroking.in,https://mcp.bajajbroking.in/.well-known/mcp-server,Standard
bajajbroking.in,https://bajajbroking.in/.well-known/mcp-server,Root
bajajbroking.in,https://api.bajajbroking.in/mcp,API
banked.com,https://mcp.banked.com/.well-known/mcp-server,Standard
banked.com,https://banked.com/.well-known/mcp-server,Root
banked.com,https://api.banked.com/mcp,API
barakadates.com,https://mcp.barakadates.com/.well-known/mcp-server,Standard
barakadates.com,https://barakadates.com/.well-known/mcp-server,Root
barakadates.com,https://api.barakadates.com/mcp,API
baredfootwear.com,https://mcp.baredfootwear.com/.well-known/mcp-server,Standard
baredfootwear.com,https://baredfootwear.com/.well-known/mcp-server,Root
baredfootwear.com,https://api.baredfootwear.com/mcp,API
baremetrics.com,https://mcp.baremetrics.com/.well-known/mcp-server,Standard
baremetrics.com,https://baremetrics.com/.well-known/mcp-server,Root
baremetrics.com,https://api.baremetrics.com/mcp,API
barrowscs.com,https://mcp.barrowscs.com/.well-known/mcp-server,Standard
barrowscs.com,https://barrowscs.com/.well-known/mcp-server,Root
barrowscs.com,https://api.barrowscs.com/mcp,API
base.org,https://mcp.base.org/.well-known/mcp-server,Standard
base.org,https://base.org/.well-known/mcp-server,Root
base.org,https://api.base.org/mcp,API
base39.com.br,https://mcp.base39.com.br/.well-known/mcp-server,Standard
base39.com.br,https://base39.com.br/.well-known/mcp-server,Root
base39.com.br,https://api.base39.com.br/mcp,API
base8.io,https://mcp.base8.io/.well-known/mcp-server,Standard
base8.io,https://base8.io/.well-known/mcp-server,Root
base8.io,https://api.base8.io/mcp,API
basicops.com,https://mcp.basicops.com/.well-known/mcp-server,Standard
basicops.com,https://basicops.com/.well-known/mcp-server,Root
basicops.com,https://api.basicops.com/mcp,API
baston.com.br,https://mcp.baston.com.br/.well-known/mcp-server,Standard
baston.com.br,https://baston.com.br/.well-known/mcp-server,Root
baston.com.br,https://api.baston.com.br/mcp,API
battery.com,https://mcp.battery.com/.well-known/mcp-server,Standard
battery.com,https://battery.com/.well-known/mcp-server,Root
battery.com,https://api.battery.com/mcp,API
baxtel.com,https://mcp.baxtel.com/.well-known/mcp-server,Standard
baxtel.com,https://baxtel.com/.well-known/mcp-server,Root
baxtel.com,https://api.baxtel.com/mcp,API
bazaart.com,https://mcp.bazaart.com/.well-known/mcp-server,Standard
bazaart.com,https://bazaart.com/.well-known/mcp-server,Root
bazaart.com,https://api.bazaart.com/mcp,API
bazaro.se,https://mcp.bazaro.se/.well-known/mcp-server,Standard
bazaro.se,https://bazaro.se/.well-known/mcp-server,Root
bazaro.se,https://api.bazaro.se/mcp,API
bazze.io,https://mcp.bazze.io/.well-known/mcp-server,Standard
bazze.io,https://bazze.io/.well-known/mcp-server,Root
bazze.io,https://api.bazze.io/mcp,API
bdex.com,https://mcp.bdex.com/.well-known/mcp-server,Standard
bdex.com,https://bdex.com/.well-known/mcp-server,Root
bdex.com,https://api.bdex.com/mcp,API
bdg.io,https://mcp.bdg.io/.well-known/mcp-server,Standard
bdg.io,https://bdg.io/.well-known/mcp-server,Root
bdg.io,https://api.bdg.io/mcp,API
bdtax.com.bd,https://mcp.bdtax.com.bd/.well-known/mcp-server,Standard
bdtax.com.bd,https://bdtax.com.bd/.well-known/mcp-server,Root
bdtax.com.bd,https://api.bdtax.com.bd/mcp,API
be.impact,https://mcp.be.impact/.well-known/mcp-server,Standard
be.impact,https://be.impact/.well-known/mcp-server,Root
be.impact,https://api.be.impact/mcp,API
beachbossinfluencers.com,https://mcp.beachbossinfluencers.com/.well-known/mcp-server,Standard
beachbossinfluencers.com,https://beachbossinfluencers.com/.well-known/mcp-server,Root
beachbossinfluencers.com,https://api.beachbossinfluencers.com/mcp,API
beannbeancoffee.com,https://mcp.beannbeancoffee.com/.well-known/mcp-server,Standard
beannbeancoffee.com,https://beannbeancoffee.com/.well-known/mcp-server,Root
beannbeancoffee.com,https://api.beannbeancoffee.com/mcp,API
beaufort12.com,https://mcp.beaufort12.com/.well-known/mcp-server,Standard
beaufort12.com,https://beaufort12.com/.well-known/mcp-server,Root
beaufort12.com,https://api.beaufort12.com/mcp,API
beautech.aero,https://mcp.beautech.aero/.well-known/mcp-server,Standard
beautech.aero,https://beautech.aero/.well-known/mcp-server,Root
beautech.aero,https://api.beautech.aero/mcp,API
bebakids.com,https://mcp.bebakids.com/.well-known/mcp-server,Standard
bebakids.com,https://bebakids.com/.well-known/mcp-server,Root
bebakids.com,https://api.bebakids.com/mcp,API
becomap.com,https://mcp.becomap.com/.well-known/mcp-server,Standard
becomap.com,https://becomap.com/.well-known/mcp-server,Root
becomap.com,https://api.becomap.com/mcp,API
beemdata.com,https://mcp.beemdata.com/.well-known/mcp-server,Standard
beemdata.com,https://beemdata.com/.well-known/mcp-server,Root
beemdata.com,https://api.beemdata.com/mcp,API
beetshospitality.com,https://mcp.beetshospitality.com/.well-known/mcp-server,Standard
beetshospitality.com,https://beetshospitality.com/.well-known/mcp-server,Root
beetshospitality.com,https://api.beetshospitality.com/mcp,API
beforeyoubuy.com.au,https://mcp.beforeyoubuy.com.au/.well-known/mcp-server,Standard
beforeyoubuy.com.au,https://beforeyoubuy.com.au/.well-known/mcp-server,Root
beforeyoubuy.com.au,https://api.beforeyoubuy.com.au/mcp,API
befreed.ai,https://mcp.befreed.ai/.well-known/mcp-server,Standard
befreed.ai,https://befreed.ai/.well-known/mcp-server,Root
befreed.ai,https://api.befreed.ai/mcp,API
begolden.com.pl,https://mcp.begolden.com.pl/.well-known/mcp-server,Standard
begolden.com.pl,https://begolden.com.pl/.well-known/mcp-server,Root
begolden.com.pl,https://api.begolden.com.pl/mcp,API
beimpact.org,https://mcp.beimpact.org/.well-known/mcp-server,Standard
beimpact.org,https://beimpact.org/.well-known/mcp-server,Root
beimpact.org,https://api.beimpact.org/mcp,API
bellwetherit.com,https://mcp.bellwetherit.com/.well-known/mcp-server,Standard
bellwetherit.com,https://bellwetherit.com/.well-known/mcp-server,Root
bellwetherit.com,https://api.bellwetherit.com/mcp,API
benchmarkminerals.com,https://mcp.benchmarkminerals.com/.well-known/mcp-server,Standard
benchmarkminerals.com,https://benchmarkminerals.com/.well-known/mcp-server,Root
benchmarkminerals.com,https://api.benchmarkminerals.com/mcp,API
bendy.nl,https://mcp.bendy.nl/.well-known/mcp-server,Standard
bendy.nl,https://bendy.nl/.well-known/mcp-server,Root
bendy.nl,https://api.bendy.nl/mcp,API
bentleylewis.com,https://mcp.bentleylewis.com/.well-known/mcp-server,Standard
bentleylewis.com,https://bentleylewis.com/.well-known/mcp-server,Root
bentleylewis.com,https://api.bentleylewis.com/mcp,API
bentoengine.com,https://mcp.bentoengine.com/.well-known/mcp-server,Standard
bentoengine.com,https://bentoengine.com/.well-known/mcp-server,Root
bentoengine.com,https://api.bentoengine.com/mcp,API
besample.app,https://mcp.besample.app/.well-known/mcp-server,Standard
besample.app,https://besample.app/.well-known/mcp-server,Root
besample.app,https://api.besample.app/mcp,API
besignal.com,https://mcp.besignal.com/.well-known/mcp-server,Standard
besignal.com,https://besignal.com/.well-known/mcp-server,Root
besignal.com,https://api.besignal.com/mcp,API
better-auth.com,https://mcp.better-auth.com/.well-known/mcp-server,Standard
better-auth.com,https://better-auth.com/.well-known/mcp-server,Root
better-auth.com,https://api.better-auth.com/mcp,API
betterbugs.io,https://mcp.betterbugs.io/.well-known/mcp-server,Standard
betterbugs.io,https://betterbugs.io/.well-known/mcp-server,Root
betterbugs.io,https://api.betterbugs.io/mcp,API
betterleap.com,https://mcp.betterleap.com/.well-known/mcp-server,Standard
betterleap.com,https://betterleap.com/.well-known/mcp-server,Root
betterleap.com,https://api.betterleap.com/mcp,API
betterstack.com,https://mcp.betterstack.com/.well-known/mcp-server,Standard
betterstack.com,https://betterstack.com/.well-known/mcp-server,Root
betterstack.com,https://api.betterstack.com/mcp,API
beveldata.com,https://mcp.beveldata.com/.well-known/mcp-server,Standard
beveldata.com,https://beveldata.com/.well-known/mcp-server,Root
beveldata.com,https://api.beveldata.com/mcp,API
beverage360.io,https://mcp.beverage360.io/.well-known/mcp-server,Standard
beverage360.io,https://beverage360.io/.well-known/mcp-server,Root
beverage360.io,https://api.beverage360.io/mcp,API
beycome.com,https://mcp.beycome.com/.well-known/mcp-server,Standard
beycome.com,https://beycome.com/.well-known/mcp-server,Root
beycome.com,https://api.beycome.com/mcp,API
bfl.ai,https://mcp.bfl.ai/.well-known/mcp-server,Standard
bfl.ai,https://bfl.ai/.well-known/mcp-server,Root
bfl.ai,https://api.bfl.ai/mcp,API
bidprime.com,https://mcp.bidprime.com/.well-known/mcp-server,Standard
bidprime.com,https://bidprime.com/.well-known/mcp-server,Root
bidprime.com,https://api.bidprime.com/mcp,API
bigdata.com,https://mcp.bigdata.com/.well-known/mcp-server,Standard
bigdata.com,https://bigdata.com/.well-known/mcp-server,Root
bigdata.com,https://api.bigdata.com/mcp,API
bigenius-x.com,https://mcp.bigenius-x.com/.well-known/mcp-server,Standard
bigenius-x.com,https://bigenius-x.com/.well-known/mcp-server,Root
bigenius-x.com,https://api.bigenius-x.com/mcp,API
biggeo.com,https://mcp.biggeo.com/.well-known/mcp-server,Standard
biggeo.com,https://biggeo.com/.well-known/mcp-server,Root
biggeo.com,https://api.biggeo.com/mcp,API
billd.com,https://mcp.billd.com/.well-known/mcp-server,Standard
billd.com,https://billd.com/.well-known/mcp-server,Root
billd.com,https://api.billd.com/mcp,API
billygrace.com,https://mcp.billygrace.com/.well-known/mcp-server,Standard
billygrace.com,https://billygrace.com/.well-known/mcp-server,Root
billygrace.com,https://api.billygrace.com/mcp,API
binclusive.io,https://mcp.binclusive.io/.well-known/mcp-server,Standard
binclusive.io,https://binclusive.io/.well-known/mcp-server,Root
binclusive.io,https://api.binclusive.io/mcp,API
binderr.com,https://mcp.binderr.com/.well-known/mcp-server,Standard
binderr.com,https://binderr.com/.well-known/mcp-server,Root
binderr.com,https://api.binderr.com/mcp,API
binetz.com,https://mcp.binetz.com/.well-known/mcp-server,Standard
binetz.com,https://binetz.com/.well-known/mcp-server,Root
binetz.com,https://api.binetz.com/mcp,API
birdeye.so,https://mcp.birdeye.so/.well-known/mcp-server,Standard
birdeye.so,https://birdeye.so/.well-known/mcp-server,Root
birdeye.so,https://api.birdeye.so/mcp,API
bitcoin.com,https://mcp.bitcoin.com/.well-known/mcp-server,Standard
bitcoin.com,https://bitcoin.com/.well-known/mcp-server,Root
bitcoin.com,https://api.bitcoin.com/mcp,API
bitmovin.com,https://mcp.bitmovin.com/.well-known/mcp-server,Standard
bitmovin.com,https://bitmovin.com/.well-known/mcp-server,Root
bitmovin.com,https://api.bitmovin.com/mcp,API
bito.ai,https://mcp.bito.ai/.well-known/mcp-server,Standard
bito.ai,https://bito.ai/.well-known/mcp-server,Root
bito.ai,https://api.bito.ai/mcp,API
bitpanda.com,https://mcp.bitpanda.com/.well-known/mcp-server,Standard
bitpanda.com,https://bitpanda.com/.well-known/mcp-server,Root
bitpanda.com,https://api.bitpanda.com/mcp,API
bitrise.io,https://mcp.bitrise.io/.well-known/mcp-server,Standard
bitrise.io,https://bitrise.io/.well-known/mcp-server,Root
bitrise.io,https://api.bitrise.io/mcp,API
bitsight.com,https://mcp.bitsight.com/.well-known/mcp-server,Standard
bitsight.com,https://bitsight.com/.well-known/mcp-server,Root
bitsight.com,https://api.bitsight.com/mcp,API
bitsila.com,https://mcp.bitsila.com/.well-known/mcp-server,Standard
bitsila.com,https://bitsila.com/.well-known/mcp-server,Root
bitsila.com,https://api.bitsila.com/mcp,API
bixisoft.com,https://mcp.bixisoft.com/.well-known/mcp-server,Standard
bixisoft.com,https://bixisoft.com/.well-known/mcp-server,Root
bixisoft.com,https://api.bixisoft.com/mcp,API
bizaway.com,https://mcp.bizaway.com/.well-known/mcp-server,Standard
bizaway.com,https://bizaway.com/.well-known/mcp-server,Root
bizaway.com,https://api.bizaway.com/mcp,API
bizstream.com,https://mcp.bizstream.com/.well-known/mcp-server,Standard
bizstream.com,https://bizstream.com/.well-known/mcp-server,Root
bizstream.com,https://api.bizstream.com/mcp,API
bksonline.nl,https://mcp.bksonline.nl/.well-known/mcp-server,Standard
bksonline.nl,https://bksonline.nl/.well-known/mcp-server,Root
bksonline.nl,https://api.bksonline.nl/mcp,API
blanche-capital.fr,https://mcp.blanche-capital.fr/.well-known/mcp-server,Standard
blanche-capital.fr,https://blanche-capital.fr/.well-known/mcp-server,Root
blanche-capital.fr,https://api.blanche-capital.fr/mcp,API
blaze.me,https://mcp.blaze.me/.well-known/mcp-server,Standard
blaze.me,https://blaze.me/.well-known/mcp-server,Root
blaze.me,https://api.blaze.me/mcp,API
blazesql.com,https://mcp.blazesql.com/.well-known/mcp-server,Standard
blazesql.com,https://blazesql.com/.well-known/mcp-server,Root
blazesql.com,https://api.blazesql.com/mcp,API
blend-ai.com,https://mcp.blend-ai.com/.well-known/mcp-server,Standard
blend-ai.com,https://blend-ai.com/.well-known/mcp-server,Root
blend-ai.com,https://api.blend-ai.com/mcp,API
blipply.com,https://mcp.blipply.com/.well-known/mcp-server,Standard
blipply.com,https://blipply.com/.well-known/mcp-server,Root
blipply.com,https://api.blipply.com/mcp,API
bliss.me,https://mcp.bliss.me/.well-known/mcp-server,Standard
bliss.me,https://bliss.me/.well-known/mcp-server,Root
bliss.me,https://api.bliss.me/mcp,API
blockbee.io,https://mcp.blockbee.io/.well-known/mcp-server,Standard
blockbee.io,https://blockbee.io/.well-known/mcp-server,Root
blockbee.io,https://api.blockbee.io/mcp,API
blockscholes.com,https://mcp.blockscholes.com/.well-known/mcp-server,Standard
blockscholes.com,https://blockscholes.com/.well-known/mcp-server,Root
blockscholes.com,https://api.blockscholes.com/mcp,API
blocksize.info,https://mcp.blocksize.info/.well-known/mcp-server,Standard
blocksize.info,https://blocksize.info/.well-known/mcp-server,Root
blocksize.info,https://api.blocksize.info/mcp,API
bloomberg.com,https://mcp.bloomberg.com/.well-known/mcp-server,Standard
bloomberg.com,https://bloomberg.com/.well-known/mcp-server,Root
bloomberg.com,https://api.bloomberg.com/mcp,API
bloomfield.ai,https://mcp.bloomfield.ai/.well-known/mcp-server,Standard
bloomfield.ai,https://bloomfield.ai/.well-known/mcp-server,Root
bloomfield.ai,https://api.bloomfield.ai/mcp,API
bloomreach.com,https://mcp.bloomreach.com/.well-known/mcp-server,Standard
bloomreach.com,https://bloomreach.com/.well-known/mcp-server,Root
bloomreach.com,https://api.bloomreach.com/mcp,API
bloque.app,https://mcp.bloque.app/.well-known/mcp-server,Standard
bloque.app,https://bloque.app/.well-known/mcp-server,Root
bloque.app,https://api.bloque.app/mcp,API
bluearf.com,https://mcp.bluearf.com/.well-known/mcp-server,Standard
bluearf.com,https://bluearf.com/.well-known/mcp-server,Root
bluearf.com,https://api.bluearf.com/mcp,API
bluefoxgroup.com,https://mcp.bluefoxgroup.com/.well-known/mcp-server,Standard
bluefoxgroup.com,https://bluefoxgroup.com/.well-known/mcp-server,Root
bluefoxgroup.com,https://api.bluefoxgroup.com/mcp,API
bluegamma.io,https://mcp.bluegamma.io/.well-known/mcp-server,Standard
bluegamma.io,https://bluegamma.io/.well-known/mcp-server,Root
bluegamma.io,https://api.bluegamma.io/mcp,API
bluente.com,https://mcp.bluente.com/.well-known/mcp-server,Standard
bluente.com,https://bluente.com/.well-known/mcp-server,Root
bluente.com,https://api.bluente.com/mcp,API
bluetriangle.com,https://mcp.bluetriangle.com/.well-known/mcp-server,Standard
bluetriangle.com,https://bluetriangle.com/.well-known/mcp-server,Root
bluetriangle.com,https://api.bluetriangle.com/mcp,API
bnicapital.com,https://mcp.bnicapital.com/.well-known/mcp-server,Standard
bnicapital.com,https://bnicapital.com/.well-known/mcp-server,Root
bnicapital.com,https://api.bnicapital.com/mcp,API
bold-agro.ai,https://mcp.bold-agro.ai/.well-known/mcp-server,Standard
bold-agro.ai,https://bold-agro.ai/.well-known/mcp-server,Root
bold-agro.ai,https://api.bold-agro.ai/mcp,API
boltontechnology.com,https://mcp.boltontechnology.com/.well-known/mcp-server,Standard
boltontechnology.com,https://boltontechnology.com/.well-known/mcp-server,Root
boltontechnology.com,https://api.boltontechnology.com/mcp,API
boluda.com,https://mcp.boluda.com/.well-known/mcp-server,Standard
boluda.com,https://boluda.com/.well-known/mcp-server,Root
boluda.com,https://api.boluda.com/mcp,API
bonafide.ai,https://mcp.bonafide.ai/.well-known/mcp-server,Standard
bonafide.ai,https://bonafide.ai/.well-known/mcp-server,Root
bonafide.ai,https://api.bonafide.ai/mcp,API
bonfire.com,https://mcp.bonfire.com/.well-known/mcp-server,Standard
bonfire.com,https://bonfire.com/.well-known/mcp-server,Root
bonfire.com,https://api.bonfire.com/mcp,API
bonnie.ai,https://mcp.bonnie.ai/.well-known/mcp-server,Standard
bonnie.ai,https://bonnie.ai/.well-known/mcp-server,Root
bonnie.ai,https://api.bonnie.ai/mcp,API
bonuz.market,https://mcp.bonuz.market/.well-known/mcp-server,Standard
bonuz.market,https://bonuz.market/.well-known/mcp-server,Root
bonuz.market,https://api.bonuz.market/mcp,API
bookline.io,https://mcp.bookline.io/.well-known/mcp-server,Standard
bookline.io,https://bookline.io/.well-known/mcp-server,Root
bookline.io,https://api.bookline.io/mcp,API
boom.nl,https://mcp.boom.nl/.well-known/mcp-server,Standard
boom.nl,https://boom.nl/.well-known/mcp-server,Root
boom.nl,https://api.boom.nl/mcp,API
boombattlebar.com,https://mcp.boombattlebar.com/.well-known/mcp-server,Standard
boombattlebar.com,https://boombattlebar.com/.well-known/mcp-server,Root
boombattlebar.com,https://api.boombattlebar.com/mcp,API
boompop.com,https://mcp.boompop.com/.well-known/mcp-server,Standard
boompop.com,https://boompop.com/.well-known/mcp-server,Root
boompop.com,https://api.boompop.com/mcp,API
boost.space,https://mcp.boost.space/.well-known/mcp-server,Standard
boost.space,https://boost.space/.well-known/mcp-server,Root
boost.space,https://api.boost.space/mcp,API
boostmyshop.com,https://mcp.boostmyshop.com/.well-known/mcp-server,Standard
boostmyshop.com,https://boostmyshop.com/.well-known/mcp-server,Root
boostmyshop.com,https://api.boostmyshop.com/mcp,API
boostsecurity.io,https://mcp.boostsecurity.io/.well-known/mcp-server,Standard
boostsecurity.io,https://boostsecurity.io/.well-known/mcp-server,Root
boostsecurity.io,https://api.boostsecurity.io/mcp,API
bosonprotocol.io,https://mcp.bosonprotocol.io/.well-known/mcp-server,Standard
bosonprotocol.io,https://bosonprotocol.io/.well-known/mcp-server,Root
bosonprotocol.io,https://api.bosonprotocol.io/mcp,API
botpresso.com,https://mcp.botpresso.com/.well-known/mcp-server,Standard
botpresso.com,https://botpresso.com/.well-known/mcp-server,Root
botpresso.com,https://api.botpresso.com/mcp,API
botsify.com,https://mcp.botsify.com/.well-known/mcp-server,Standard
botsify.com,https://botsify.com/.well-known/mcp-server,Root
botsify.com,https://api.botsify.com/mcp,API
bounceinsights.com,https://mcp.bounceinsights.com/.well-known/mcp-server,Standard
bounceinsights.com,https://bounceinsights.com/.well-known/mcp-server,Root
bounceinsights.com,https://api.bounceinsights.com/mcp,API
box.mk,https://mcp.box.mk/.well-known/mcp-server,Standard
box.mk,https://box.mk/.well-known/mcp-server,Root
box.mk,https://api.box.mk/mcp,API
brainfab.com,https://mcp.brainfab.com/.well-known/mcp-server,Standard
brainfab.com,https://brainfab.com/.well-known/mcp-server,Root
brainfab.com,https://api.brainfab.com/mcp,API
brale.xyz,https://mcp.brale.xyz/.well-known/mcp-server,Standard
brale.xyz,https://brale.xyz/.well-known/mcp-server,Root
brale.xyz,https://api.brale.xyz/mcp,API
branch.co,https://mcp.branch.co/.well-known/mcp-server,Standard
branch.co,https://branch.co/.well-known/mcp-server,Root
branch.co,https://api.branch.co/mcp,API
brandient.com,https://mcp.brandient.com/.well-known/mcp-server,Standard
brandient.com,https://brandient.com/.well-known/mcp-server,Root
brandient.com,https://api.brandient.com/mcp,API
brandsmeetcreators.com,https://mcp.brandsmeetcreators.com/.well-known/mcp-server,Standard
brandsmeetcreators.com,https://brandsmeetcreators.com/.well-known/mcp-server,Root
brandsmeetcreators.com,https://api.brandsmeetcreators.com/mcp,API
breadcrumbs.app,https://mcp.breadcrumbs.app/.well-known/mcp-server,Standard
breadcrumbs.app,https://breadcrumbs.app/.well-known/mcp-server,Root
breadcrumbs.app,https://api.breadcrumbs.app/mcp,API
breakthroughsales.io,https://mcp.breakthroughsales.io/.well-known/mcp-server,Standard
breakthroughsales.io,https://breakthroughsales.io/.well-known/mcp-server,Root
breakthroughsales.io,https://api.breakthroughsales.io/mcp,API
breezy.hr,https://mcp.breezy.hr/.well-known/mcp-server,Standard
breezy.hr,https://breezy.hr/.well-known/mcp-server,Root
breezy.hr,https://api.breezy.hr/mcp,API
brevo.com,https://mcp.brevo.com/.well-known/mcp-server,Standard
brevo.com,https://brevo.com/.well-known/mcp-server,Root
brevo.com,https://api.brevo.com/mcp,API
bridge.xyz,https://mcp.bridge.xyz/.well-known/mcp-server,Standard
bridge.xyz,https://bridge.xyz/.well-known/mcp-server,Root
bridge.xyz,https://api.bridge.xyz/mcp,API
bridgeai.co.uk,https://mcp.bridgeai.co.uk/.well-known/mcp-server,Standard
bridgeai.co.uk,https://bridgeai.co.uk/.well-known/mcp-server,Root
bridgeai.co.uk,https://api.bridgeai.co.uk/mcp,API
bridgemarketplace.com,https://mcp.bridgemarketplace.com/.well-known/mcp-server,Standard
bridgemarketplace.com,https://bridgemarketplace.com/.well-known/mcp-server,Root
bridgemarketplace.com,https://api.bridgemarketplace.com/mcp,API
briecomterobert.fr,https://mcp.briecomterobert.fr/.well-known/mcp-server,Standard
briecomterobert.fr,https://briecomterobert.fr/.well-known/mcp-server,Root
briecomterobert.fr,https://api.briecomterobert.fr/mcp,API
brightdome.com,https://mcp.brightdome.com/.well-known/mcp-server,Standard
brightdome.com,https://brightdome.com/.well-known/mcp-server,Root
brightdome.com,https://api.brightdome.com/mcp,API
brightedge.com,https://mcp.brightedge.com/.well-known/mcp-server,Standard
brightedge.com,https://brightedge.com/.well-known/mcp-server,Root
brightedge.com,https://api.brightedge.com/mcp,API
brightidea.com,https://mcp.brightidea.com/.well-known/mcp-server,Standard
brightidea.com,https://brightidea.com/.well-known/mcp-server,Root
brightidea.com,https://api.brightidea.com/mcp,API
brightmls.com,https://mcp.brightmls.com/.well-known/mcp-server,Standard
brightmls.com,https://brightmls.com/.well-known/mcp-server,Root
brightmls.com,https://api.brightmls.com/mcp,API
brombergtranslations.com,https://mcp.brombergtranslations.com/.well-known/mcp-server,Standard
brombergtranslations.com,https://brombergtranslations.com/.well-known/mcp-server,Root
brombergtranslations.com,https://api.brombergtranslations.com/mcp,API
browserbase.com,https://mcp.browserbase.com/.well-known/mcp-server,Standard
browserbase.com,https://browserbase.com/.well-known/mcp-server,Root
browserbase.com,https://api.browserbase.com/mcp,API
browserless.io,https://mcp.browserless.io/.well-known/mcp-server,Standard
browserless.io,https://browserless.io/.well-known/mcp-server,Root
browserless.io,https://api.browserless.io/mcp,API
brplusa.com,https://mcp.brplusa.com/.well-known/mcp-server,Standard
brplusa.com,https://brplusa.com/.well-known/mcp-server,Root
brplusa.com,https://api.brplusa.com/mcp,API
brusnika.ru,https://mcp.brusnika.ru/.well-known/mcp-server,Standard
brusnika.ru,https://brusnika.ru/.well-known/mcp-server,Root
brusnika.ru,https://api.brusnika.ru/mcp,API
bryntum.com,https://mcp.bryntum.com/.well-known/mcp-server,Standard
bryntum.com,https://bryntum.com/.well-known/mcp-server,Root
bryntum.com,https://api.bryntum.com/mcp,API
bryter.io,https://mcp.bryter.io/.well-known/mcp-server,Standard
bryter.io,https://bryter.io/.well-known/mcp-server,Root
bryter.io,https://api.bryter.io/mcp,API
brytonsport.com,https://mcp.brytonsport.com/.well-known/mcp-server,Standard
brytonsport.com,https://brytonsport.com/.well-known/mcp-server,Root
brytonsport.com,https://api.brytonsport.com/mcp,API
buffer.com,https://mcp.buffer.com/.well-known/mcp-server,Standard
buffer.com,https://buffer.com/.well-known/mcp-server,Root
buffer.com,https://api.buffer.com/mcp,API
bugasura.io,https://mcp.bugasura.io/.well-known/mcp-server,Standard
bugasura.io,https://bugasura.io/.well-known/mcp-server,Root
bugasura.io,https://api.bugasura.io/mcp,API
buhochile.com,https://mcp.buhochile.com/.well-known/mcp-server,Standard
buhochile.com,https://buhochile.com/.well-known/mcp-server,Root
